,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,EVENT_SOURCE,BNF_SEV_LEVEL,ANSM_SEV_LEVEL,MICROMEDEX_SEV_LEVEL,BNF_EVID_LEVEL,MICROMEDEX_EVID_LEVEL
216,ondansetron,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
217,methadone,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
218,methadone,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
219,amiodarone,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
220,arsenic trioxide,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
221,arsenic trioxide,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
222,disopyramide,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
223,disopyramide,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
224,toremifene,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
225,toremifene,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
226,sotalol,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
227,sotalol,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
228,anagrelide,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
229,moxifloxacin,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
230,moxifloxacin,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
231,erythromycin,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
232,erythromycin,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
233,erythromycin,bedaquiline,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
234,clarithromycin,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
235,methotrimeprazine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
236,zuclopenthixol,amisulpride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
237,zuclopenthixol,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
238,zuclopenthixol,delamanid,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
239,zuclopenthixol,dronedarone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
240,zuclopenthixol,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
241,zuclopenthixol,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
242,zuclopenthixol,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
243,vandetanib,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
244,crizotinib,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
245,paliperidone,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
246,escitalopram,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
247,risperidone,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
248,droperidol,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
249,droperidol,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
250,pimozide,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Contraindicated,,Theoretical
251,haloperidol,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
252,haloperidol,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
253,hydroxyzine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
254,chlorpromazine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
255,chlorpromazine,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
256,citalopram,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
257,citalopram,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
258,clomipramine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Take into consideration,Major,,Theoretical
259,tetrabenazine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
260,apomorphine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
261,tolterodine,zuclopenthixol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Take into consideration,Major,,Theoretical
262,ondansetron,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
263,methadone,arsenic trioxide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
264,disopyramide,efavirenz,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
265,dasatinib,erythromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
266,voriconazole,osimertinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
267,efavirenz,vinflunine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
268,efavirenz,vemurafenib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
269,erythromycin,osimertinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
270,erythromycin,pazopanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
271,clarithromycin,osimertinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
272,osimertinib,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
273,paliperidone,haloperidol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
274,paliperidone,hydroxyzine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
275,escitalopram,hydroxyzine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
276,risperidone,hydroxyzine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
277,droperidol,hydroxyzine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
278,haloperidol,hydroxyzine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
279,haloperidol,citalopram,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
280,hydroxyzine,ondansetron,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
281,hydroxyzine,arsenic trioxide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
282,hydroxyzine,disopyramide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
283,hydroxyzine,toremifene,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
284,hydroxyzine,anagrelide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
285,hydroxyzine,moxifloxacin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
286,hydroxyzine,erythromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
287,hydroxyzine,clarithromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
288,hydroxyzine,delamanid,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
289,hydroxyzine,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
290,hydroxyzine,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
291,hydroxyzine,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
292,hydroxyzine,chlorpromazine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
293,hydroxyzine,citalopram,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
294,hydroxyzine,clomipramine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Take into consideration,Major,,Theoretical
295,hydroxyzine,tetrabenazine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
296,hydroxyzine,tolterodine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Take into consideration,Major,,Theoretical
297,citalopram,amiodarone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Probable
298,citalopram,arsenic trioxide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
299,citalopram,disopyramide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
300,citalopram,sotalol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
301,citalopram,clarithromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
302,ondansetron,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
303,amiodarone,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
304,arsenic trioxide,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
305,disopyramide,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
306,toremifene,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
307,sotalol,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
308,anagrelide,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
309,moxifloxacin,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
310,erythromycin,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
311,clarithromycin,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
312,methotrimeprazine,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
313,amisulpride,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
314,sulpiride,delamanid,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
315,sulpiride,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
316,sulpiride,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
317,sulpiride,pasireotide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
318,paliperidone,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
319,escitalopram,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
320,risperidone,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
321,droperidol,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
322,haloperidol,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
323,hydroxyzine,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
324,chlorpromazine,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
325,tetrabenazine,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
326,hydroxyzine,methadone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
327,chlorpromazine,methadone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
328,methadone,disopyramide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
329,methadone,erythromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
330,methadone,clarithromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Theoretical
331,methadone,methotrimeprazine,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
332,methadone,sulpiride,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
333,droperidol,methadone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
334,haloperidol,methadone,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
335,methadone,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
336,arsenic trioxide,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
337,disopyramide,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
338,sotalol,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
339,voriconazole,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
340,erythromycin,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
341,droperidol,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
342,haloperidol,vandetanib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
343,methadone,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
344,pazopanib,crizotinib,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Not recommended,Major,,Theoretical
345,amiodarone,arsenic trioxide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Probable
346,arsenic trioxide,sotalol,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Probable
347,amiodarone,disopyramide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
348,amiodarone,flecainide,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
349,amiodarone,fluconazole,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Contraindicated,,Theoretical
350,vardenafil,voriconazole,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
351,vardenafil,erythromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
352,vardenafil,clarithromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Contraindicated,Major,,Theoretical
353,disopyramide,clarithromycin,electrocardiogram qt prolonged,10014387,BNF+Micromedex,Severe,Precautions for use,Major,,Probable
