,source,target,rel,SOURCE
2151,alprazolam,thinking abnormal,Adverse event,BNF
2152,alprazolam,thirst,Adverse event,SIDER
2153,alprazolam,tinnitus,Adverse event,SIDER
2164,alprazolam,vertigo,Adverse event,SIDER
2165,alprazolam,vertigo,Adverse event,BNF
2167,alprazolam,vision disorders,Adverse event,BNF
2176,alteplase,aphasia,Adverse event,BNF
2181,alteplase,central nervous system haemorrhage,Adverse event,BNF
2186,alteplase,ecchymosis,Adverse event,BNF
2189,alteplase,haemorrhagic stroke,Adverse event,BNF
2190,alteplase,haemothorax,Adverse event,BNF
2194,alteplase,myocardial rupture,Adverse event,BNF
2196,alteplase,pericardial disorders,Adverse event,BNF
2197,alteplase,pericarditis,Adverse event,BNF
2200,alteplase,pyrexia,Adverse event,BNF
2201,alteplase,reperfusion arrhythmia,Adverse event,BNF
2203,alteplase,speech disorder,Adverse event,BNF
2205,amantadine,acute respiratory failure,Adverse event,SIDER
2209,amantadine,alopecia,Adverse event,SIDER
2218,amantadine,blood and lymphatic system disorders,Adverse event,SIDER
2219,amantadine,body temperature decreased,Adverse event,SIDER
2238,amantadine,corneal oedema,Adverse event,SIDER
2239,amantadine,corneal opacity,Adverse event,SIDER
2245,amantadine,depressed level of consciousness,Adverse event,SIDER
2255,amantadine,disturbance in sexual arousal,Adverse event,SIDER
2260,amantadine,dysarthria,Adverse event,SIDER
2261,amantadine,dysarthria,Adverse event,BNF
2267,amantadine,elevated mood,Adverse event,SIDER
2271,amantadine,eye inflammation,Adverse event,BNF
2274,amantadine,gait disturbance,Adverse event,SIDER
2284,amantadine,hypersexuality,Adverse event,SIDER
2289,amantadine,hypothermia,Adverse event,SIDER
2296,amantadine,lethargy,Adverse event,SIDER
2297,amantadine,lethargy,Adverse event,BNF
2301,amantadine,libido decreased,Adverse event,SIDER
2302,amantadine,libido increased,Adverse event,SIDER
2303,amantadine,livedo reticularis,Adverse event,SIDER
2304,amantadine,liver function test abnormal,Adverse event,SIDER
2314,amantadine,muscle contractions involuntary,Adverse event,SIDER
2317,amantadine,nasal dryness,Adverse event,SIDER
2325,amantadine,nightmare,Adverse event,SIDER
2326,amantadine,oculogyric crisis,Adverse event,SIDER
2336,amantadine,paralysis,Adverse event,SIDER
2337,amantadine,paranoia,Adverse event,SIDER
2340,amantadine,pathological gambling,Adverse event,SIDER
2357,amantadine,skin reaction,Adverse event,BNF
2361,amantadine,sudden visual loss,Adverse event,SIDER
2375,amantadine,vision disorders,Adverse event,BNF
2376,amantadine,visual acuity reduced,Adverse event,SIDER
2377,amantadine,visual impairment,Adverse event,SIDER
2392,amikacin,balance disorder,Adverse event,BNF
2393,amikacin,blindness,Adverse event,SIDER
2400,amikacin,eosinophilia,Adverse event,SIDER
2401,amikacin,eosinophilia,Adverse event,BNF
2405,amikacin,hypoacusis,Adverse event,BNF
2412,amikacin,lethargy,Adverse event,BNF
2420,amikacin,neuromuscular blockade,Adverse event,BNF
2423,amikacin,ototoxicity,Adverse event,SIDER
2426,amikacin,paralysis,Adverse event,SIDER
2427,amikacin,paralysis,Adverse event,BNF
2429,amikacin,pyrexia,Adverse event,SIDER
2430,amikacin,pyrexia,Adverse event,BNF
2437,amikacin,skin reaction,Adverse event,BNF
2440,amikacin,tinnitus,Adverse event,BNF
2449,amiloride,alopecia,Adverse event,SIDER
2450,amiloride,alopecia,Adverse event,BNF
2466,amiloride,bladder spasm,Adverse event,BNF
2489,amiloride,disturbance in sexual arousal,Adverse event,SIDER
2496,amiloride,dysuria,Adverse event,SIDER
2497,amiloride,dysuria,Adverse event,BNF
2521,amiloride,hepatic encephalopathy,Adverse event,SIDER
2529,amiloride,hyponatraemia,Adverse event,SIDER
2536,amiloride,libido decreased,Adverse event,SIDER
2554,amiloride,oral pruritus,Adverse event,SIDER
2559,amiloride,pain in extremity,Adverse event,SIDER
2564,amiloride,paralysis flaccid,Adverse event,SIDER
2573,amiloride,skin reaction,Adverse event,BNF
2577,amiloride,thirst,Adverse event,SIDER
2578,amiloride,tinnitus,Adverse event,SIDER
2579,amiloride,tinnitus,Adverse event,BNF
2584,amiloride,vertigo,Adverse event,SIDER
2585,amiloride,vertigo,Adverse event,BNF
2586,amiloride,visual impairment,Adverse event,SIDER
2587,amiloride,visual impairment,Adverse event,BNF
2593,aminophylline,abdominal pain upper,Adverse event,SIDER
2610,aminophylline,central nervous system stimulation,Adverse event,BNF
2631,aminophylline,epigastric discomfort,Adverse event,BNF
2638,aminophylline,haematemesis,Adverse event,SIDER
2639,aminophylline,haemodynamic instability,Adverse event,SIDER
2645,aminophylline,hyperthermia,Adverse event,BNF
2646,aminophylline,hyperventilation,Adverse event,BNF
2657,aminophylline,metabolic disorder,Adverse event,BNF
2662,aminophylline,overdose,Adverse event,SIDER
2671,aminophylline,rhabdomyolysis,Adverse event,SIDER
2676,aminophylline,skin necrosis,Adverse event,SIDER
2677,aminophylline,skin reaction,Adverse event,BNF
2683,aminophylline,thirst,Adverse event,BNF
2690,aminophylline,vertigo,Adverse event,BNF
2691,aminophylline,visual impairment,Adverse event,BNF
2695,amiodarone,abnormal dreams,Adverse event,SIDER
2696,amiodarone,acute interstitial pneumonitis,Adverse event,SIDER
2702,amiodarone,akinesia,Adverse event,SIDER
2704,amiodarone,alopecia,Adverse event,SIDER
2705,amiodarone,alopecia,Adverse event,BNF
2706,amiodarone,alveolitis,Adverse event,SIDER
2719,amiodarone,aspartate aminotransferase increased,Adverse event,SIDER
2727,amiodarone,atrioventricular block second degree,Adverse event,SIDER
2729,amiodarone,benign intracranial hypertension,Adverse event,SIDER
2730,amiodarone,blindness,Adverse event,SIDER
2731,amiodarone,blood thyroid stimulating hormone increased,Adverse event,SIDER
2734,amiodarone,bone marrow granuloma,Adverse event,SIDER
2741,amiodarone,cardiac conduction disorders,Adverse event,BNF
2746,amiodarone,cerebellar ataxia,Adverse event,SIDER
2753,amiodarone,corneal degeneration,Adverse event,SIDER
2754,amiodarone,corneal deposits,Adverse event,SIDER
2755,amiodarone,corneal deposits,Adverse event,BNF
2764,amiodarone,device capturing issue,Adverse event,SIDER
2768,amiodarone,disturbance in sexual arousal,Adverse event,SIDER
2773,amiodarone,dry eye,Adverse event,SIDER
2780,amiodarone,ecchymosis,Adverse event,SIDER
2784,amiodarone,eosinophilia,Adverse event,SIDER
2792,amiodarone,extravasation,Adverse event,SIDER
2798,amiodarone,foreign body sensation in eyes,Adverse event,SIDER
2799,amiodarone,gait disturbance,Adverse event,SIDER
2802,amiodarone,goitre,Adverse event,SIDER
2804,amiodarone,granulomatous liver disease,Adverse event,SIDER
2807,amiodarone,haemoptysis,Adverse event,SIDER
2814,amiodarone,hepatitis alcoholic,Adverse event,SIDER
2815,amiodarone,hepatitis cholestatic,Adverse event,SIDER
2817,amiodarone,hepatomegaly,Adverse event,SIDER
2833,amiodarone,idiopathic intracranial hypertension,Adverse event,BNF
2835,amiodarone,ill-defined disorder,Adverse event,SIDER
2836,amiodarone,inappropriate antidiuretic hormone secretion,Adverse event,SIDER
2837,amiodarone,inappropriate antidiuretic hormone secretion,Adverse event,BNF
2838,amiodarone,increased tendency to bruise,Adverse event,SIDER
2842,amiodarone,injection site reaction,Adverse event,SIDER
2846,amiodarone,keratopathy,Adverse event,SIDER
2847,amiodarone,lenticular opacities,Adverse event,SIDER
2848,amiodarone,libido decreased,Adverse event,SIDER
2849,amiodarone,libido decreased,Adverse event,BNF
2852,amiodarone,liver function test abnormal,Adverse event,SIDER
2855,amiodarone,lung infiltration,Adverse event,SIDER
2856,amiodarone,macular degeneration,Adverse event,SIDER
2862,amiodarone,myopathy,Adverse event,SIDER
2863,amiodarone,myopathy,Adverse event,BNF
2866,amiodarone,necrosis,Adverse event,SIDER
2873,amiodarone,nightmare,Adverse event,SIDER
2876,amiodarone,ocular discomfort,Adverse event,SIDER
2878,amiodarone,onycholysis,Adverse event,SIDER
2879,amiodarone,optic nerve disorder,Adverse event,SIDER
2881,amiodarone,orchitis,Adverse event,SIDER
2882,amiodarone,orchitis,Adverse event,BNF
2888,amiodarone,papilloedema,Adverse event,SIDER
2891,amiodarone,parosmia,Adverse event,BNF
2892,amiodarone,peripheral sensorimotor neuropathy,Adverse event,SIDER
2893,amiodarone,phlebitis,Adverse event,SIDER
2897,amiodarone,pigmentation disorder,Adverse event,SIDER
2899,amiodarone,pleurisy,Adverse event,SIDER
2901,amiodarone,polyserositis,Adverse event,SIDER
2903,amiodarone,pulmonary alveolar haemorrhage,Adverse event,SIDER
2905,amiodarone,pulmonary haemorrhage,Adverse event,SIDER
2906,amiodarone,pulmonary haemorrhage,Adverse event,BNF
2909,amiodarone,pulseless electrical activity,Adverse event,SIDER
2916,amiodarone,respiratory disorder,Adverse event,BNF
2918,amiodarone,rhabdomyolysis,Adverse event,SIDER
2919,amiodarone,salivary hypersecretion,Adverse event,SIDER
2920,amiodarone,scotoma,Adverse event,SIDER
2922,amiodarone,sinoatrial block,Adverse event,SIDER
2923,amiodarone,sinus arrest,Adverse event,SIDER
2925,amiodarone,sinus bradycardia,Adverse event,SIDER
2928,amiodarone,skin discolouration,Adverse event,SIDER
2931,amiodarone,skin necrosis,Adverse event,SIDER
2932,amiodarone,skin reaction,Adverse event,BNF
2941,amiodarone,taste disorder,Adverse event,BNF
2945,amiodarone,thyroid disorder,Adverse event,SIDER
2946,amiodarone,thyroid function test abnormal,Adverse event,SIDER
2947,amiodarone,thyroid mass,Adverse event,SIDER
2948,amiodarone,thyroid neoplasm,Adverse event,SIDER
2949,amiodarone,tinnitus,Adverse event,SIDER
2952,amiodarone,traumatic liver injury,Adverse event,SIDER
2963,amiodarone,vertigo,Adverse event,SIDER
2964,amiodarone,vertigo,Adverse event,BNF
2966,amiodarone,visual impairment,Adverse event,SIDER
2971,amiodarone,wheezing,Adverse event,SIDER
2989,amisulpride,blood and lymphatic system disorders,Adverse event,SIDER
3010,amisulpride,drug withdrawal syndrome neonatal,Adverse event,BNF
3016,amisulpride,dystonia,Adverse event,SIDER
3040,amisulpride,hyponatraemia,Adverse event,BNF
3043,amisulpride,immune system disorder,Adverse event,SIDER
3044,amisulpride,inappropriate antidiuretic hormone secretion,Adverse event,BNF
3050,amisulpride,menstrual disorder,Adverse event,SIDER
3067,amisulpride,oculogyric crisis,Adverse event,SIDER
3068,amisulpride,oculogyric crisis,Adverse event,BNF
3069,amisulpride,orgasm abnormal,Adverse event,BNF
3076,amisulpride,salivary hypersecretion,Adverse event,SIDER
3077,amisulpride,salivary hypersecretion,Adverse event,BNF
3092,amisulpride,trismus,Adverse event,SIDER
3093,amisulpride,trismus,Adverse event,BNF
3110,amitriptyline,ageusia,Adverse event,SIDER
3114,amitriptyline,alopecia,Adverse event,SIDER
3115,amitriptyline,alopecia,Adverse event,BNF
3116,amitriptyline,anticholinergic syndrome,Adverse event,BNF
3117,amitriptyline,antinuclear antibody positive,Adverse event,SIDER
3120,amitriptyline,appetite disorder,Adverse event,BNF
3131,amitriptyline,breast enlargement,Adverse event,SIDER
3132,amitriptyline,breast enlargement,Adverse event,BNF
3134,amitriptyline,cardiac conduction disorders,Adverse event,BNF
3159,amitriptyline,disturbance in sexual arousal,Adverse event,SIDER
3165,amitriptyline,dysarthria,Adverse event,SIDER
3166,amitriptyline,dysarthria,Adverse event,BNF
3171,amitriptyline,electrocardiogram qrs complex,Adverse event,SIDER
3175,amitriptyline,eosinophilia,Adverse event,SIDER
3176,amitriptyline,eosinophilia,Adverse event,BNF
3179,amitriptyline,face oedema,Adverse event,BNF
3194,amitriptyline,hyperpyrexia,Adverse event,SIDER
3195,amitriptyline,hyperpyrexia,Adverse event,BNF
3200,amitriptyline,hyponatraemia,Adverse event,BNF
3205,amitriptyline,ill-defined disorder,Adverse event,SIDER
3206,amitriptyline,inappropriate antidiuretic hormone secretion,Adverse event,SIDER
3207,amitriptyline,inappropriate antidiuretic hormone secretion,Adverse event,BNF
3214,amitriptyline,libido decreased,Adverse event,SIDER
3217,amitriptyline,lupus-like syndrome,Adverse event,SIDER
3223,amitriptyline,mental status changes,Adverse event,SIDER
3237,amitriptyline,nightmare,Adverse event,SIDER
3239,amitriptyline,oral disorder,Adverse event,BNF
3246,amitriptyline,parotid gland enlargement,Adverse event,SIDER
3254,amitriptyline,serotonin syndrome,Adverse event,SIDER
3257,amitriptyline,skin reaction,Adverse event,BNF
3262,amitriptyline,stomatitis,Adverse event,SIDER
3263,amitriptyline,sudden cardiac death,Adverse event,BNF
3269,amitriptyline,taste disorder,Adverse event,BNF
3270,amitriptyline,testicular swelling,Adverse event,SIDER
3271,amitriptyline,testicular swelling,Adverse event,BNF
3274,amitriptyline,tinnitus,Adverse event,SIDER
3275,amitriptyline,tinnitus,Adverse event,BNF
3276,amitriptyline,tongue discolouration,Adverse event,SIDER
3280,amitriptyline,trichoglossia,Adverse event,SIDER
3284,amitriptyline,vascular purpura,Adverse event,SIDER
3288,amitriptyline,vision disorders,Adverse event,BNF
3296,amlodipine,abnormal dreams,Adverse event,SIDER
3302,amlodipine,alopecia,Adverse event,SIDER
3303,amlodipine,alopecia,Adverse event,BNF
3311,amlodipine,apathy,Adverse event,SIDER
3323,amlodipine,blood and lymphatic system disorders,Adverse event,SIDER
3336,amlodipine,cholestasis,Adverse event,SIDER
3340,amlodipine,cold sweat,Adverse event,SIDER
3359,amlodipine,diplopia,Adverse event,SIDER
3363,amlodipine,dizziness postural,Adverse event,SIDER
3373,amlodipine,dysuria,Adverse event,SIDER
3374,amlodipine,ear and labyrinth disorders,Adverse event,SIDER
3376,amlodipine,epistaxis,Adverse event,SIDER
3383,amlodipine,eye pain,Adverse event,SIDER
3386,amlodipine,flat affect,Adverse event,SIDER
3394,amlodipine,gingival hyperplasia,Adverse event,SIDER
3395,amlodipine,gingival hypertrophy,Adverse event,BNF
3418,amlodipine,ill-defined disorder,Adverse event,SIDER
3419,amlodipine,immune system disorder,Adverse event,SIDER
3420,amlodipine,increased appetite,Adverse event,SIDER
3434,amlodipine,micturition disorder,Adverse event,SIDER
3470,amlodipine,parosmia,Adverse event,SIDER
3471,amlodipine,peripheral ischaemia,Adverse event,SIDER
3483,amlodipine,rash erythematous,Adverse event,SIDER
3484,amlodipine,rash maculo-papular,Adverse event,SIDER
3489,amlodipine,skin discolouration,Adverse event,SIDER
3491,amlodipine,skin reaction,Adverse event,BNF
3499,amlodipine,taste disorder,Adverse event,BNF
3501,amlodipine,thirst,Adverse event,SIDER
3504,amlodipine,tinnitus,Adverse event,SIDER
3505,amlodipine,tinnitus,Adverse event,BNF
3513,amlodipine,vascular purpura,Adverse event,SIDER
3519,amlodipine,vertigo,Adverse event,SIDER
3520,amlodipine,vision disorders,Adverse event,BNF
3521,amlodipine,visual impairment,Adverse event,SIDER
3526,amlodipine,xerophthalmia,Adverse event,SIDER
3531,anagrelide,alopecia,Adverse event,SIDER
3532,anagrelide,alopecia,Adverse event,BNF
3534,anagrelide,amblyopia,Adverse event,SIDER
3541,anagrelide,aphthous stomatitis,Adverse event,SIDER
3554,anagrelide,blood and lymphatic system disorders,Adverse event,SIDER
3555,anagrelide,blood creatinine increased,Adverse event,SIDER
3595,anagrelide,diplopia,Adverse event,SIDER
3603,anagrelide,dysarthria,Adverse event,SIDER
3604,anagrelide,dysarthria,Adverse event,BNF
3609,anagrelide,dysuria,Adverse event,SIDER
3610,anagrelide,ear and labyrinth disorders,Adverse event,SIDER
3611,anagrelide,ear disorder,Adverse event,SIDER
3612,anagrelide,ecchymosis,Adverse event,SIDER
3614,anagrelide,epistaxis,Adverse event,SIDER
3617,anagrelide,eructation,Adverse event,SIDER
3632,anagrelide,gingival bleeding,Adverse event,SIDER
3633,anagrelide,haematuria,Adverse event,SIDER
3642,anagrelide,hepatobiliary disease,Adverse event,SIDER
3649,anagrelide,ill-defined disorder,Adverse event,SIDER
3650,anagrelide,incontinence,Adverse event,SIDER
3653,anagrelide,influenza like illness,Adverse event,SIDER
3654,anagrelide,influenza like illness,Adverse event,BNF
3659,anagrelide,laboratory test abnormal,Adverse event,SIDER
3660,anagrelide,liver function test abnormal,Adverse event,SIDER
3661,anagrelide,liver function test increased,Adverse event,SIDER
3663,anagrelide,lung infiltration,Adverse event,SIDER
3664,anagrelide,lymphadenopathy,Adverse event,SIDER
3669,anagrelide,melaena,Adverse event,SIDER
3703,anagrelide,pericarditis,Adverse event,SIDER
3715,anagrelide,pyrexia,Adverse event,BNF
3720,anagrelide,respiratory disorder,Adverse event,BNF
3724,anagrelide,skin discolouration,Adverse event,SIDER
3726,anagrelide,skin reaction,Adverse event,BNF
3739,anagrelide,tinnitus,Adverse event,SIDER
3740,anagrelide,tinnitus,Adverse event,BNF
3742,anagrelide,tubulointerstitial nephritis,Adverse event,SIDER
3743,anagrelide,tubulointerstitial nephritis,Adverse event,BNF
3749,anagrelide,vasodilatation,Adverse event,BNF
3752,anagrelide,vision disorders,Adverse event,BNF
3753,anagrelide,visual impairment,Adverse event,SIDER
3762,anakinra,skin reaction,Adverse event,BNF
3764,apixaban,alanine aminotransferase abnormal,Adverse event,SIDER
3766,apixaban,allergic oedema,Adverse event,SIDER
3769,apixaban,anal haemorrhage,Adverse event,SIDER
3772,apixaban,application site haemorrhage,Adverse event,SIDER
3773,apixaban,aspartate aminotransferase increased,Adverse event,SIDER
3775,apixaban,blood alkaline phosphatase increased,Adverse event,SIDER
3776,apixaban,blood and lymphatic system disorders,Adverse event,SIDER
3778,apixaban,blood urine,Adverse event,SIDER
3779,apixaban,blood urine present,Adverse event,SIDER
3782,apixaban,catheter site haemorrhage,Adverse event,SIDER
3783,apixaban,central nervous system haemorrhage,Adverse event,BNF
3786,apixaban,compartment syndrome,Adverse event,SIDER
3787,apixaban,conjunctival haemorrhage,Adverse event,SIDER
3796,apixaban,ecchymosis,Adverse event,SIDER
